,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins,best_of_5_wins,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,w_tourney,tot_minutes,height,birthdate,sv1st,sv1st_win,sv2nd_win,df,ace,bpS,wmatch,lmatch,nmatch,w_surface_Hard,w_surface_Clay,w_surface_Grass,w_surface_Carpet,w_surface_unknown,l_surface_Hard,l_surface_Clay,l_surface_Grass,l_surface_Carpet,l_surface_unknown,n_tourney
102,Matteo Berrettini,M,ITA,126610.0,R,8,5533,225,45,147,31,11,5,56,38,72,44,73,48,15,9,43,34,8,29183.278943525114,196.0,15/04/1996,12717,9861,4263,493,2287.0,880.0,178,92,270,95,56,27,0,0,59,26,7,0,0,97
103,Peter Gojowczyk,M,GER,105376.0,R,39,1175,269,16,144,4,56,30,69,45,50,25,56,21,13,5,41,22,2,25249.70460225059,185.0,17/07/1989,10477,7906,4332,915,1860.0,937.0,148,137,285,114,14,20,0,0,94,25,18,0,0,135
104,Mackenzie McDonald,M,USA,111456.0,R,57,1060,253,23,144,11,32,18,58,31,63,35,34,18,31,15,58,38,3,27411.76950818066,186.77,18/04/1995,12711,8932,3846,671,1161.0,1036.0,155,121,276,118,18,19,0,0,90,19,12,0,0,121
105,Pablo Cuevas,M,URU,104655.0,R,19,1865,242,36,139,16,57,34,46,25,47,25,67,41,29,12,32,18,7,29107.829544622087,180.0,01/01/1986,12767,9312,4345,815,1566.0,1009.0,155,123,278,34,116,5,0,0,48,68,7,0,0,130
106,Bradley Klahn,M,USA,105614.0,L,76,855,186,10,101,3,8,6,46,24,71,42,52,24,19,8,-1,-1,3,18804.921007838766,190.0,22/08/1990,8592,6431,2817,709,1344.0,600.0,104,92,196,86,12,6,0,0,63,20,9,0,0,93
107,Thomas Fabbiano,M,ITA,105341.0,R,70,701,273,24,140,11,70,37,75,45,61,34,52,21,8,3,31,11,5,30457.662513618874,185.71,29/05/1989,13778,9089,3792,739,525.0,1248.0,151,146,297,103,23,25,0,0,89,41,16,0,0,146
108,Roberto Marcora,M,ITA,105406.0,R,150,852,247,0,130,0,16,7,21,10,64,42,68,36,42,24,36,11,0,23525.33696414638,185.71,01/09/1989,10490,7320,3501,582,1054.0,947.0,130,117,247,57,72,1,0,0,48,66,3,0,0,114
109,Andreas Seppi,M,ITA,104312.0,R,29,1360,233,48,118,22,48,22,55,27,61,34,56,29,26,10,35,18,3,30076.94281722704,190.0,25/02/1984,13014,9402,4925,747,1678.0,1199.0,140,141,281,89,23,28,0,0,84,36,21,0,0,143
110,Diego Schwartzman,M,ARG,106043.0,R,9,3765,263,67,152,44,58,34,67,39,58,33,68,42,41,25,38,23,6,36469.99613842144,170.0,18/08/1992,15694,10435,4791,915,704.0,1398.0,196,134,330,89,100,7,0,0,74,51,9,0,0,139
111,Stefanos Tsitsipas,M,GRE,126774.0,R,3,8350,328,50,220,34,28,16,77,49,87,56,79,54,44,30,63,49,9,41028.71768057167,193.0,14/08/1998,17206,13085,5881,814,2469.0,1139.0,254,124,378,151,91,12,0,0,81,33,10,0,0,131
112,Yoshihito Nishioka,M,JPN,106415.0,L,48,1177,255,32,154,13,79,52,24,14,64,40,55,30,29,16,36,15,4,28243.093394005955,170.0,27/09/1995,13120,8557,3691,433,468.0,1142.0,167,120,287,141,22,4,0,0,86,25,9,0,0,122
113,Guido Andreozzi,M,ARG,105819.0,R,70,711,275,8,160,1,77,50,53,28,70,45,55,26,-1,-1,28,12,6,30137.931232491377,184.5,06/08/1991,12089,8200,3709,880,729.0,1144.0,161,122,283,20,140,1,0,0,24,92,6,0,0,125
114,Martin Klizan,M,SVK,105373.0,L,25,1428,219,18,122,5,36,19,38,17,75,55,36,13,29,14,23,9,4,24634.19081965224,190.0,13/07/1989,10363,7084,3551,788,921.0,996.0,127,110,237,47,79,0,0,1,51,53,5,0,1,114
115,Sam Querrey,M,USA,105023.0,R,11,2595,181,51,98,29,52,28,57,36,47,24,43,26,9,3,24,10,3,23345.63100181274,198.0,07/10/1987,11137,9000,3926,843,3362.0,726.0,127,105,232,77,15,35,0,0,71,18,16,0,0,112
116,Reilly Opelka,M,USA,124187.0,R,23,2341,231,18,134,7,29,17,47,20,58,39,63,37,20,12,32,16,6,25692.801019986793,186.77,30/08/1997,11767,9375,3875,758,4164.0,630.0,141,108,249,105,30,6,0,0,72,25,11,0,0,114
117,Camila Giorgi,F,ITA,202429.0,R,27,1978,246,0,142,0,49,24,42,26,59,39,30,13,30,17,36,23,2,23388.26485729395,168.0,29/12/1991,9535,6250,3492,1543,707.0,990.0,142,104,246,93,28,21,0,0,67,22,15,0,0,104
118,Su Wei Hsieh,F,TPE,201444.0,R,24,1960,261,0,143,0,45,26,63,32,63,40,55,31,11,3,24,11,2,24176.962744297518,169.0,04/01/1986,11435,6925,3008,768,188.0,1263.0,143,118,261,97,30,16,0,0,72,31,15,0,0,120
119,Timea Bacsinszky,F,SUI,201490.0,R,9,3150,146,0,80,0,55,32,28,18,29,15,34,15,-1,-1,-1,-1,2,14523.141930742619,171.33,10/06/1989,5785,3511,1363,284,192.0,555.0,80,66,146,36,40,4,0,0,39,21,6,0,0,66
120,Samantha Stosur,F,AUS,201325.0,R,14,2700,208,0,98,0,57,32,41,22,50,22,45,20,5,1,10,1,1,20086.02615664216,172.0,03/04/1984,8916,5853,2571,820,821.0,951.0,98,110,208,44,44,10,0,0,71,27,12,0,0,107
121,Priscilla Hon,F,AUS,211880.0,R,118,569,201,0,109,0,23,12,52,29,47,26,58,32,8,3,8,3,2,18054.8499208085,170.86,13/05/1998,4010,2643,1306,294,397.0,420.0,109,92,201,72,25,11,1,0,59,23,9,1,0,92
122,Garbine Muguruza,F,ESP,202469.0,R,1,6766,296,0,196,0,55,35,68,47,58,37,39,22,31,23,45,32,6,27886.87071037461,182.0,09/10/1993,12422,8269,3278,794,942.0,1167.0,196,100,296,136,43,17,0,0,72,19,9,0,0,106
123,Yulia Putintseva,F,KAZ,201709.0,R,27,2015,291,0,155,0,56,29,51,23,52,27,59,33,32,21,41,22,2,30918.30795383575,163.0,07/01/1995,13788,8268,2992,720,390.0,1230.0,155,136,291,100,46,9,0,0,92,31,13,0,0,145
124,Sloane Stephens,F,USA,201585.0,R,3,5727,202,0,118,0,32,22,25,15,56,37,43,24,15,4,31,16,5,20024.406302361225,170.0,24/03/1993,9921,6030,2160,352,265.0,895.0,118,84,202,69,43,6,0,0,57,21,6,0,0,89
125,Elise Mertens,F,BEL,210722.0,R,12,3685,361,0,232,0,72,44,69,44,68,47,62,35,47,34,43,28,7,34585.587030863244,179.0,16/11/1995,12868,8448,3788,1263,979.0,1338.0,232,129,361,152,55,23,2,0,81,29,18,1,0,139
126,Ashleigh Barty,F,AUS,202458.0,R,1,10175,276,0,211,0,17,13,61,42,65,46,70,57,15,12,48,41,13,24572.71324828689,166.0,27/04/1996,10616,7670,3629,787,1500.0,917.0,211,65,276,132,37,42,0,0,41,14,10,0,0,79
127,Angelique Kerber,F,GER,201493.0,L,1,9080,298,0,197,0,83,63,53,29,65,46,49,29,13,7,35,23,6,27122.661020033454,173.0,24/01/1988,13050,8372,3437,917,427.0,1245.0,197,101,298,128,27,42,0,0,66,24,11,0,0,105
128,Alex Bolt,M,AUS,106109.0,L,125,632,216,13,124,6,12,7,56,36,59,35,50,25,24,12,28,15,2,21342.373345441156,187.08,05/01/1993,9980,7303,3385,575,1627.0,895.0,130,99,229,94,3,33,0,0,64,19,16,0,0,98
129,Ekaterina Alexandrova,F,RUS,206420.0,R,26,2000,314,0,189,0,63,43,59,34,53,29,69,42,33,21,37,20,7,28292.266885026198,175.0,15/11/1994,8806,6102,2960,1173,1194.0,907.0,189,125,314,129,40,17,3,0,72,39,13,1,0,133
130,Tatjana Maria,F,GER,213583.0,R,46,1129,273,0,136,0,59,29,74,43,54,24,68,33,14,6,4,1,3,23828.882392053245,176.5,09/08/1987,7130,4636,2450,482,714.0,782.0,136,137,273,84,30,22,0,0,95,33,9,0,0,138
131,Danielle Rose Collins,F,USA,203389.0,R,23,2290,241,0,149,0,25,16,62,37,55,34,43,23,16,10,40,29,6,21972.04714009421,178.0,13/12/1993,6394,4139,2196,526,494.0,676.0,149,92,241,98,46,5,0,0,63,22,7,0,0,99
132,Zarina Diyas,F,KAZ,201610.0,R,45,1135,259,0,149,0,30,15,59,40,55,31,69,43,15,5,31,15,5,22813.24418931814,172.0,19/10/1993,9311,5700,1936,608,370.0,907.0,149,110,259,99,28,15,7,0,69,26,13,2,0,119
133,Bernarda Pera,F,USA,211095.0,L,59,1165,272,0,154,0,35,20,66,47,53,28,62,35,23,10,33,14,3,26011.66941083976,173.18,03/12/1994,7625,4965,2339,875,526.0,835.0,154,118,272,64,82,7,1,0,69,39,9,1,0,118
134,Katerina Siniakova,F,CZE,211701.0,R,31,1517,294,0,163,0,70,46,48,24,58,34,51,22,31,16,36,21,3,29380.115774100457,174.0,13/05/1996,12324,7791,3539,1081,739.0,1259.0,163,131,294,89,59,15,0,0,81,37,13,0,0,135
135,Monica Puig,F,PUR,201620.0,R,27,1570,230,0,136,0,81,56,53,30,46,27,47,23,3,-1,-1,-1,1,21217.80137215976,170.0,28/09/1993,9223,5999,2798,751,691.0,916.0,136,94,230,88,29,11,0,8,66,19,9,0,0,103
136,Frances Tiafoe,M,USA,126207.0,R,29,1430,283,37,163,16,75,47,57,33,59,31,46,21,35,20,48,27,8,34540.42952030403,188.0,27/01/1998,15531,11077,4989,781,1941.0,1238.0,179,141,320,118,43,18,0,0,96,31,14,0,0,145
137,Alexei Popyrin,M,AUS,200615.0,R,61,1151,208,20,115,10,2,-1,14,5,69,44,70,38,30,14,43,24,2,22602.307030956552,196.0,06/08/1999,10398,7658,3630,844,1652.0,889.0,125,103,228,82,36,7,0,0,65,31,7,0,0,104
138,Lucas Pouille,M,FRA,106298.0,R,11,2696,190,57,105,35,68,43,58,36,46,25,47,26,1,-1,27,10,6,27105.168524588633,185.0,27/02/1994,12095,8955,4860,956,1977.0,1059.0,140,107,247,81,39,20,0,0,63,29,15,0,0,116
139,Rafael Nadal,M,ESP,104745.0,L,1,10645,205,109,166,96,55,40,79,67,49,45,68,59,34,27,29,24,21,37605.88571948497,185.0,06/06/1986,15150,11066,4431,575,1106.0,1035.0,262,52,314,128,121,13,0,0,35,14,3,0,0,76
140,Filip Krajinovic,M,SRB,105936.0,R,26,1724,254,22,168,10,31,17,92,71,31,14,65,45,28,16,29,15,6,27129.938032769292,185.0,02/03/1992,12673,8758,3629,412,1118.0,1069.0,178,98,276,83,95,0,0,0,60,34,4,0,0,107
141,Marin Cilic,M,CRO,105227.0,R,3,5060,222,90,134,64,73,49,67,45,65,45,42,22,27,15,38,22,5,37438.60098359203,198.0,29/09/1988,14764,11618,5567,1023,3261.0,1106.0,198,114,312,117,45,36,0,0,78,25,11,0,0,120
142,Roger Federer,M,SUI,103819.0,R,1,10060,145,84,118,72,28,21,58,53,59,49,64,53,6,5,14,9,15,23783.36320581943,185.0,10/08/1981,11221,8840,3811,384,1964.0,611.0,190,39,229,125,15,50,0,0,23,7,9,0,0,52
143,Daniel Evans,M,GBR,105554.0,R,25,2195,250,37,160,18,61,39,28,15,44,31,85,55,33,19,36,19,7,31360.011062500915,175.0,26/05/1990,13761,9800,4318,745,1168.0,1204.0,178,109,287,128,12,38,0,0,74,19,16,0,0,117
144,Alexander Zverev,M,GER,100644.0,R,3,7350,291,87,206,61,68,44,77,55,77,58,67,43,39,28,50,39,17,43091.95111109037,198.0,23/04/1997,19491,14530,5284,1626,3227.0,1338.0,267,111,378,161,83,23,0,0,71,28,12,0,0,122
145,Dominic Thiem,M,AUT,106233.0,R,3,9125,263,89,175,69,84,60,74,47,75,54,67,49,34,25,18,9,14,39788.151584689,185.0,05/09/1993,17086,12699,5703,994,2089.0,1282.0,244,108,352,121,110,13,0,0,66,33,9,0,0,119
146,Karen Khachanov,M,RUS,111575.0,R,8,2990,279,61,160,39,77,50,57,27,66,44,59,30,35,20,46,28,5,38092.38063139441,198.0,24/05/1996,16363,12085,5430,925,2575.0,1284.0,199,141,340,120,58,21,0,0,90,40,11,0,0,148
147,Borna Coric,M,CRO,106432.0,R,12,2695,198,51,110,28,47,23,55,26,60,40,50,27,28,16,9,6,2,29027.237777772592,188.0,14/11/1996,12413,9005,3874,550,1589.0,944.0,138,111,249,88,41,9,0,0,74,30,7,0,0,114
148,David Goffin,M,BEL,105676.0,R,7,3775,247,73,149,53,74,49,83,59,45,29,67,39,23,12,28,14,3,35230.363205819434,163.0,07/12/1990,14825,10690,5238,994,1785.0,1300.0,202,118,320,136,51,15,0,0,80,30,8,0,0,127
149,Hyeon Chung,M,KOR,111202.0,R,21,1817,157,25,94,16,47,29,54,34,47,29,28,17,6,1,-1,-1,4,18669.81453551173,185.0,22/05/1996,8119,5793,2456,538,725.0,626.0,110,72,182,89,20,0,0,1,56,16,0,0,0,78
150,Denis Shapovalov,M,CAN,133430.0,L,10,3625,238,46,136,28,22,12,61,38,63,35,66,39,32,17,40,23,3,30870.7002549967,185.0,17/04/1999,13121,9940,4917,1440,2257.0,1113.0,164,120,284,122,25,17,0,0,80,26,14,0,0,127
151,Gael Monfils,M,FRA,104792.0,R,6,3815,191,60,119,40,62,44,34,20,55,35,58,37,23,16,19,7,6,26296.054244073603,193.0,03/09/1986,12781,9260,3532,966,1909.0,924.0,159,92,251,119,28,12,0,0,52,28,12,0,0,98
152,Viktor Troicki,M,SRB,104678.0,R,21,1670,220,30,105,17,63,34,53,25,28,9,62,33,22,10,22,11,1,24537.5055737659,193.0,14/02/1986,11904,8570,3291,621,1759.0,957.0,122,128,250,77,26,19,0,0,83,30,15,0,0,130
153,Stefano Travaglia,M,ITA,105882.0,R,60,1039,250,18,151,6,5,2,48,31,66,39,80,51,32,18,37,16,4,28276.42666663556,185.0,17/12/1991,10738,7993,4550,722,1870.0,1008.0,157,111,268,62,87,8,0,0,49,55,7,0,0,115
154,Henri Laaksonen,M,SUI,105967.0,R,93,611,335,22,180,9,81,48,76,41,57,23,68,36,31,16,44,25,4,34481.2299695846,182.83,04/04/1992,14768,10430,5119,1193,1800.0,1367.0,189,168,357,92,96,1,0,0,92,71,5,0,0,170
155,Marius Copil,M,ROU,105657.0,R,56,858,261,19,144,5,66,44,72,39,59,31,49,19,7,1,27,15,1,27414.15777770128,193.0,18/10/1990,11707,8853,4328,748,2615.0,869.0,149,131,280,95,22,31,0,1,80,34,16,0,1,132
156,Ryan Harrison,M,USA,105992.0,R,40,1115,189,19,99,8,65,38,53,28,47,25,22,8,8,3,13,5,2,20723.714171166088,183.0,10/05/1992,8990,6600,3094,659,1504.0,806.0,107,101,208,87,15,5,0,0,68,21,12,0,0,104
157,Radu Albot,M,MDA,105430.0,R,39,1137,304,33,162,13,84,52,71,38,65,31,61,35,28,9,28,10,6,35481.79465691274,175.0,12/11/1989,16378,10783,4529,903,795.0,1390.0,175,162,337,118,44,13,0,0,101,49,12,0,0,163
158,Robin Haase,M,NED,104898.0,R,35,1220,249,31,127,9,69,41,59,28,57,26,47,19,20,9,28,13,2,28744.49249544482,190.0,09/04/1987,13028,9507,4539,834,1899.0,1132.0,136,144,280,75,49,12,0,0,77,52,15,0,0,148
159,Matthew Ebden,M,AUS,105051.0,R,39,1134,206,13,111,5,15,4,81,55,58,31,27,7,6,2,32,17,3,19777.771438969936,188.0,25/11/1987,9606,6954,2884,918,1275.0,794.0,116,103,219,81,1,34,0,0,76,8,19,0,0,105
160,Simona Halep,F,ROU,201594.0,R,1,8290,293,0,217,0,63,45,65,47,59,47,60,43,26,23,20,12,11,26355.587905270942,168.0,27/09/1991,12708,8127,2982,695,533.0,1115.0,217,76,293,116,80,21,0,0,54,17,5,0,0,88
161,Sofia Kenin,F,USA,213550.0,R,4,5915,302,0,192,0,36,22,75,47,64,38,73,50,33,24,21,11,9,28992.551268746174,170.0,14/11/1998,9541,6179,2328,787,353.0,879.0,192,110,302,135,42,15,0,0,72,31,7,0,0,119
162,Alize Cornet,F,FRA,201427.0,R,31,1480,270,0,145,0,52,29,49,25,54,28,52,29,24,15,39,19,2,28337.506496645095,173.0,29/01/1990,12166,7597,2989,1126,405.0,1274.0,145,125,270,98,35,12,0,0,78,33,14,0,0,128
163,Venus Williams,F,USA,200748.0,R,5,5568,178,0,105,0,41,26,53,38,28,17,35,20,9,1,12,3,1,18447.39322404015,185.0,19/06/1980,8324,5389,2345,810,491.0,916.0,105,73,178,75,14,16,0,0,50,17,6,0,0,75
164,Carla Suarez Navarro,F,ESP,201521.0,R,6,3800,214,0,122,0,60,39,49,26,54,32,36,18,11,6,4,1,1,19721.998992089917,162.0,05/09/1988,9417,5868,2221,348,246.0,873.0,122,92,214,74,35,13,0,0,58,22,12,0,0,98
165,Eugenie Bouchard,F,CAN,202446.0,R,37,1400,196,0,101,0,55,31,34,13,49,29,26,8,23,15,9,5,0,18346.654219755543,178.0,01/03/1994,7640,4784,2307,552,451.0,788.0,101,95,196,67,23,11,0,0,65,19,11,0,0,96
166,Serena Williams,F,USA,200033.0,R,1,9945,152,0,118,0,44,38,9,8,25,18,33,25,23,17,18,12,4,12812.0,175.0,27/09/1981,5497,4100,1836,445,1061.0,437.0,118,34,152,77,22,19,0,0,23,8,3,0,0,38
167,Natalia Vikhlyantseva,F,RUS,212001.0,R,58,1012,242,0,130,0,44,28,53,28,56,27,55,33,19,9,15,5,2,21529.428645896325,176.2,20/02/1997,7917,5090,2212,853,462.0,830.0,130,112,242,76,41,13,0,0,62,38,12,0,0,117
168,Iga Swiatek,F,POL,216347.0,R,8,4695,173,0,131,0,9,7,12,10,43,37,50,33,21,16,38,28,10,14266.755555451871,176.0,03/06/2001,3968,2636,1572,322,310.0,392.0,131,42,173,57,67,7,0,0,23,13,5,1,0,57
169,Madison Brengle,F,USA,201483.0,R,39,1238,287,0,157,0,53,26,64,38,52,30,56,31,24,13,38,19,8,24698.58321775618,173.18,07/04/1990,9124,5081,1495,478,67.0,795.0,157,130,287,88,48,21,0,0,80,34,16,0,0,135
170,Tamara Zidansek,F,SLO,214461.0,R,39,1760,306,0,202,0,68,53,46,32,83,61,49,24,19,6,41,26,14,28058.54846354919,168.0,26/12/1997,7196,4260,1603,453,168.0,719.0,202,104,306,63,131,4,4,0,53,44,5,2,0,122
171,Laura Siegemund,F,GER,201696.0,R,27,1600,249,0,142,0,63,39,25,13,42,23,62,34,28,19,29,14,3,26371.81409830788,176.5,08/03/1988,10851,6500,2264,751,208.0,978.0,142,107,249,55,83,4,0,0,58,43,6,0,0,107
172,Qiang Wang,F,CHN,202492.0,R,12,2893,269,0,164,0,63,42,55,34,65,42,45,25,17,11,24,10,6,23986.869265260677,172.0,13/01/1992,9900,6251,2839,515,589.0,983.0,164,105,269,134,26,4,0,0,76,24,5,0,0,116
173,Aleksandra Krunic,F,SRB,202434.0,R,39,1210,248,0,136,0,54,30,66,42,45,22,37,13,8,4,38,25,2,21407.109374466992,176.25,19/03/1993,7715,4736,2245,427,363.0,761.0,136,112,248,55,61,20,0,0,60,40,12,0,0,113
174,Bianca Andreescu,F,CAN,215370.0,R,4,5325,206,0,146,0,21,15,47,30,59,40,56,48,-1,-1,23,13,9,19880.319769016747,170.0,18/06/2000,4299,2808,1268,359,242.0,405.0,146,60,206,122,16,8,0,0,45,8,7,0,0,73
175,Margarita Gasparyan,F,RUS,202506.0,R,41,1213,143,0,71,0,25,10,1,-1,40,28,41,19,17,5,19,9,1,13116.992276842895,176.2,03/09/1994,5407,3389,1401,508,323.0,565.0,71,72,143,61,6,4,0,0,48,19,5,0,0,71
176,Madison Keys,F,USA,201619.0,R,7,4007,215,0,139,0,65,47,27,17,45,29,43,28,13,8,22,10,4,19061.0,178.0,20/02/1995,9423,6528,2612,465,1120.0,826.0,139,76,215,86,36,17,0,0,49,21,6,0,0,80
177,Shuai Zhang,F,CHN,201533.0,R,23,1885,307,0,177,0,72,48,62,38,55,28,57,31,27,16,34,16,7,27741.137984133173,177.0,28/01/1989,12205,7646,3061,721,569.0,1213.0,177,130,307,136,26,15,0,0,80,34,16,0,0,139
178,Kristyna Pliskova,F,CZE,201697.0,L,37,1343,276,0,149,0,64,42,56,31,54,27,60,31,19,9,23,9,3,25500.899283481387,175.79,25/03/1992,10856,7855,3418,971,2065.0,1104.0,149,127,276,82,46,16,5,0,73,38,16,0,0,127
179,Viktoria Kuzmova,F,SVK,214149.0,R,43,1285,330,0,205,0,71,52,83,57,82,53,53,27,16,5,25,11,9,28207.465694840306,172.5,14/05/1998,5603,3844,1953,672,740.0,623.0,205,125,330,120,64,11,10,0,71,41,10,3,0,134
180,Elina Svitolina,F,UKR,202494.0,R,3,5835,332,0,232,0,63,41,69,53,59,44,62,40,30,21,49,33,13,32252.825683043528,174.0,13/09/1994,14092,9335,4244,863,1012.0,1370.0,232,100,332,170,48,14,0,0,69,19,12,0,0,116
181,Irina Camelia Begu,F,ROU,201593.0,R,22,1865,260,0,137,0,47,25,55,27,47,22,47,23,34,23,30,17,4,26936.434875468007,181.0,28/08/1990,10852,6731,2833,1032,577.0,1065.0,137,123,260,67,62,8,0,0,72,41,10,0,0,129
182,Belinda Bencic,F,SUI,202505.0,R,4,4720,267,0,168,0,41,20,44,32,49,28,73,51,16,8,41,26,9,25129.541432825936,175.0,14/03/1997,10046,6784,2798,1040,691.0,995.0,168,99,267,131,17,20,0,0,72,14,13,0,0,107
183,Amanda Anisimova,F,USA,216153.0,R,23,2018,160,0,97,0,2,1,35,23,35,24,39,24,21,11,28,14,2,13415.290576732257,180.0,02/09/2001,5622,3489,1350,406,188.0,575.0,97,63,160,61,31,5,0,0,41,17,5,0,0,63
184,Katie Boulter,F,GBR,211107.0,R,83,1065,238,0,143,0,45,26,56,35,61,36,27,15,22,14,27,17,4,20862.09897961528,180.0,03/08/1996,2982,2011,1086,259,282.0,313.0,143,95,238,91,6,21,25,0,70,3,16,6,0,103
185,Aryna Sabalenka,F,BLR,214544.0,R,3,7010,338,0,225,0,47,31,62,37,76,51,61,39,39,29,52,38,13,32400.38418927147,182.0,08/05/1998,11650,8045,3755,1313,1238.0,1185.0,225,113,338,158,39,23,5,0,72,27,14,0,0,127
186,Yafan Wang,F,CHN,206374.0,R,47,1185,240,0,128,0,64,36,27,16,64,39,53,29,9,3,22,5,4,23898.231596672398,174.8,03/05/1994,7294,4480,2143,553,310.0,809.0,128,112,240,110,8,10,0,0,78,22,12,0,0,117
187,Astra Sharma,F,AUS,206292.0,R,85,972,191,0,117,0,14,9,31,23,42,32,51,28,21,9,32,16,7,17278.04863367963,170.86,12/09/1995,4018,2570,1148,284,286.0,405.0,117,74,191,62,50,5,0,0,45,22,7,0,0,79
188,Maria Sakkari,F,GRE,206289.0,R,18,3480,310,0,179,0,79,46,51,27,53,27,56,33,31,20,40,26,1,30625.08624155508,172.0,26/07/1995,11806,7474,3378,896,820.0,1255.0,179,131,310,98,65,16,0,0,82,37,12,0,0,135
189,Maria Sharapova,F,RUS,201345.0,R,5,4542,78,0,49,0,5,4,23,16,32,21,16,8,2,-1,-1,-1,1,8176.0,176.2,21/04/1987,3175,2161,980,440,382.0,302.0,49,29,78,32,16,1,0,0,19,7,3,0,0,30
190,Rebecca Peterson,F,SWE,202490.0,R,44,1332,259,0,154,0,51,29,44,30,56,36,63,39,13,3,32,17,5,24259.03196092207,173.0,07/08/1995,7972,4904,1949,536,431.0,778.0,154,105,259,94,51,9,0,0,64,31,10,0,0,110
191,Johanna Larsson,F,SWE,201596.0,R,45,1230,210,0,102,0,61,34,54,28,52,26,36,10,7,4,-1,-1,2,19894.553017561593,174.0,19/08/1988,8850,5374,2193,667,378.0,884.0,102,108,210,54,43,5,0,0,67,32,9,0,0,114
192,Caroline Wozniacki,F,DEN,201496.0,R,1,7965,234,0,160,0,52,34,82,60,58,41,35,20,7,5,-1,-1,7,23206.844553732448,177.0,13/07/1990,10775,7056,2555,495,614.0,968.0,160,74,234,115,25,20,0,0,51,14,9,0,0,79
193,Timea Babos,F,HUN,201693.0,R,25,1675,262,0,127,0,65,37,49,22,43,19,64,35,18,5,23,9,2,25716.898360602194,179.0,13/05/1993,10573,7059,3004,895,1011.0,1019.0,127,135,262,98,21,8,0,0,89,31,15,0,0,135
194,Marketa Vondrousova,F,CZE,214954.0,L,14,2957,213,0,140,0,16,9,63,51,42,22,38,29,18,8,36,21,6,19203.527917301,173.0,29/06/1999,6292,4055,2053,780,305.0,667.0,140,73,213,79,56,5,0,0,39,23,11,0,0,79
195,Petra Martic,F,CRO,201549.0,R,14,2850,218,0,136,0,19,10,38,29,53,34,53,36,25,14,30,13,3,21916.35403754839,181.0,25/01/1991,8443,5582,2502,492,575.0,834.0,136,82,218,60,60,16,0,0,47,24,11,0,0,85
196,Anastasia Pavlyuchenkova,F,RUS,201499.0,R,14,3420,260,0,146,0,51,27,65,41,44,22,48,26,17,9,35,21,4,25746.64408013382,177.0,04/07/1991,11830,7673,2928,1102,663.0,1080.0,146,114,260,100,37,9,0,0,78,24,12,0,0,121
197,Sachia Vickery,F,USA,203500.0,R,73,833,271,0,143,0,63,34,64,35,52,27,48,24,25,15,19,8,1,23301.142950564794,173.18,13/05/1995,6405,3832,1964,520,218.0,759.0,143,128,271,115,19,9,0,0,86,27,15,0,0,126
198,Caroline Garcia,F,FRA,201614.0,R,4,5160,318,0,189,0,67,41,70,48,61,39,54,27,22,11,44,23,6,31087.37821492979,177.0,17/10/1993,14487,9437,4082,813,1317.0,1321.0,189,129,318,112,55,22,0,0,84,35,10,0,0,137
199,Beatriz Haddad Maia,F,BRA,206242.0,L,58,1342,280,0,186,0,55,31,59,40,33,14,47,30,28,26,58,45,11,25767.563387628667,173.77,02/06/1996,5777,3711,1202,432,210.0,498.0,186,94,280,110,65,11,0,0,48,40,6,0,0,111
200,Lorenzo Sonego,M,ITA,132283.0,R,25,2208,294,23,168,10,67,34,42,27,65,35,74,45,28,13,41,24,5,35135.45668485628,191.0,13/05/1995,15122,10940,4412,679,1763.0,1185.0,178,139,317,80,85,13,0,0,66,64,9,0,0,141
201,Yuichi Sugita,M,JPN,105216.0,R,36,1240,272,23,150,8,60,33,72,47,42,12,74,46,30,15,17,5,7,28758.34240434124,173.0,19/09/1988,13415,9233,4086,579,1015.0,1137.0,158,137,295,123,6,29,0,0,100,17,20,0,0,141
202,Nicola Kuhn,M,ESP,200095.0,R,174,2070,167,0,79,0,3,1,19,11,47,25,51,28,16,4,31,10,2,15900.872641163885,182.65,24/03/2000,7366,4837,2226,381,462.0,667.0,79,88,167,42,35,2,0,0,44,42,2,0,0,89
203,Tatsuma Ito,M,JPN,105147.0,R,104,552,270,4,142,1,53,29,66,36,59,32,68,38,8,2,20,6,1,27073.386423762233,180.0,21/05/1988,11620,8055,3620,794,997.0,947.0,143,131,274,130,1,12,0,0,108,9,14,0,0,132
204,Pedro Martinez,M,ESP,124079.0,R,77,951,237,15,135,8,15,8,17,7,68,39,66,34,48,35,38,20,2,27793.462477224108,182.65,29/04/1997,12015,7928,3151,1003,489.0,1105.0,143,109,252,31,109,3,0,0,33,73,3,0,0,110
205,Aleksandr Nedovyesov,M,KAZ,104873.0,R,162,345,217,3,112,0,61,35,47,23,52,30,45,17,10,5,5,2,0,21001.611123213745,188.4,18/02/1987,9672,6620,2374,493,786.0,793.0,112,108,220,64,46,2,0,0,66,38,4,0,0,107
206,Ze Zhang,M,CHN,105585.0,R,157,374,178,4,92,3,56,31,45,27,43,21,35,14,3,2,-1,-1,2,16665.518652086983,183.67,06/07/1990,8307,5817,2201,592,945.0,738.0,95,87,182,81,14,0,0,0,67,17,3,0,0,93
