,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins(%),best_of_5_wins(%),num_win_bye,num_win_wo_ret,num_win_def,num_wo_ret,num_def,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,tot_minutes,height,birthdate,sv1st_win%,df%,ace_perc,bpS_perc
118,Su Wei Hsieh,F,TPE,201444.0,R,24,1960,261,0,54,0,0,4,0,0,0,45,26,63,32,63,40,55,31,11,3,24,11,24176.962744297518,169.0,04/01/1986,51.74256626241608,3.6603107494057956,1.05,56.97
119,Timea Bacsinszky,F,SUI,201490.0,R,9,3150,146,0,54,0,0,3,0,4,0,55,32,28,18,29,15,34,15,-1,-1,-1,-1,14523.141930742619,171.33,10/06/1989,52.37754703354211,2.8104103934291813,2.2,54.95
120,Samantha Stosur,F,AUS,201325.0,R,14,2700,208,0,47,0,0,7,0,1,0,57,32,41,22,50,22,45,20,5,1,10,1,20086.02615664216,172.0,03/04/1984,65.01481778652034,5.567391407523032,5.63,59.7
121,Priscilla Hon,F,AUS,211880.0,R,118,569,201,0,54,0,0,3,0,0,0,23,12,52,29,47,26,58,32,8,3,8,3,18054.8499208085,170.86,13/05/1998,30.5068368847586,2.0338150337980925,5.63,54.33
122,Garbine Muguruza,F,ESP,202469.0,R,1,6766,296,0,66,0,0,7,0,14,0,55,35,68,47,58,37,39,22,31,23,45,32,27886.87071037461,182.0,09/10/1993,64.99315186221482,3.9999121457766518,4.86,59.06
123,Yulia Putintseva,F,KAZ,201709.0,R,27,2015,291,0,53,0,0,11,0,8,0,56,29,51,23,52,27,59,33,32,21,41,22,30918.30795383575,163.0,07/01/1995,59.346989313881195,3.525865015277727,1.93,52.97
124,Sloane Stephens,F,USA,201585.0,R,3,5727,202,0,58,0,0,2,0,1,0,32,22,25,15,56,37,43,24,15,4,31,16,20024.406302361225,170.0,24/03/1993,60.78016328999093,2.4398696887779856,1.84,55.62
125,Elise Mertens,F,BEL,210722.0,R,12,3685,361,0,64,0,0,7,1,2,0,72,44,69,44,68,47,62,35,47,34,43,28,34585.587030863244,179.0,16/11/1995,56.37640064856282,5.126054622928035,4.63,56.94
126,Ashleigh Barty,F,AUS,202458.0,R,1,10175,276,0,76,0,0,6,0,5,0,17,13,61,42,65,46,70,57,15,12,48,41,24572.71324828689,166.0,27/04/1996,69.1081550407916,4.209016542888746,8.39,61.58
127,Angelique Kerber,F,GER,201493.0,L,1,9080,298,0,66,0,0,7,0,7,0,83,63,53,29,65,46,49,29,13,7,35,23,27122.661020033454,173.0,24/01/1988,64.15325670498085,4.5425273690989245,2.12,58.12
128,Alex Bolt,M,AUS,106109.0,L,125,632,216,13,57,46,0,4,0,0,0,12,7,56,36,59,35,50,25,24,12,28,15,21342.373345441156,187.42,05/01/1993,69.98087878814397,3.328435504475051,9.85,68.79
129,Ekaterina Alexandrova,F,RUS,206420.0,R,26,2000,314,0,60,0,0,5,0,2,0,63,43,59,34,53,29,69,42,33,21,37,20,28292.266885026198,175.0,15/11/1994,50.53582458977739,5.475697067568597,7.64,55.44
130,Tatjana Maria,F,GER,213583.0,R,46,1129,273,0,49,0,0,3,0,3,0,59,29,74,43,54,24,68,33,14,6,4,1,23828.882392053245,176.5,09/08/1987,45.25273697784216,2.6426490897894706,5.62,54.57
131,Danielle Rose Collins,F,USA,203389.0,R,23,2290,241,0,61,0,0,5,0,7,0,25,16,62,37,55,34,43,23,16,10,40,29,21972.04714009421,178.0,13/12/1993,43.513174306306354,3.1992106721451066,4.47,56.9
132,Zarina Diyas,F,KAZ,201610.0,R,45,1135,259,0,57,0,0,0,0,8,0,30,15,59,40,55,31,69,43,15,5,31,15,22813.24418931814,172.0,19/10/1993,45.61798246687088,3.325740564234288,2.72,55.71
133,Bernarda Pera,F,USA,211095.0,L,59,1165,272,0,56,0,0,3,0,5,0,35,20,66,47,53,28,62,35,23,10,33,14,26011.66941083976,173.18,03/12/1994,40.696721311475414,4.288542973651192,4.12,57.51
134,Katerina Siniakova,F,CZE,211701.0,R,31,1517,294,0,55,0,0,3,0,2,0,70,46,48,24,58,34,51,22,31,16,36,21,29380.115774100457,174.0,13/05/1996,59.992697176241485,5.0844911715677545,3.66,54.01
135,Monica Puig,F,PUR,201620.0,R,27,1570,230,0,59,0,0,8,0,5,0,81,56,53,30,46,27,47,23,3,-1,-1,-1,21217.80137215976,170.0,28/09/1993,61.93311616987776,4.765946472245082,4.61,58.05
136,Frances Tiafoe,U,USA,126207.0,R,29,1430,283,37,57,43,0,4,0,2,0,75,47,57,33,59,31,46,21,35,20,48,27,34540.42952030403,188.0,27/01/1998,68.20154046745219,2.9734094438030025,7.73,63.32
137,Alexei Popyrin,M,AUS,200615.0,R,61,1151,208,20,55,50,0,9,0,1,0,2,-1,14,5,69,44,70,38,30,14,43,24,22602.307030956552,196.0,06/08/1999,73.32575765245004,4.766838243782817,9.37,64.75
138,Lucas Pouille,M,FRA,106298.0,R,11,2696,190,57,55,61,0,4,0,1,0,68,43,58,36,46,25,47,26,1,-1,27,10,27105.168524588633,185.0,27/02/1994,73.73910656693886,4.4165950211330856,9.17,67.5
139,Rafael Nadal,M,ESP,104745.0,L,1,10645,205,109,80,88,0,6,0,7,0,55,40,79,67,49,45,68,59,34,27,29,24,37605.88571948497,185.0,06/06/1986,71.18193857602321,2.460914881297047,4.86,68.73
140,Filip Krajinovic,M,SRB,105936.0,R,26,1724,254,22,66,45,0,7,0,5,0,31,17,92,71,31,14,65,45,28,16,29,15,27129.938032769292,185.0,02/03/1992,66.60365469439193,2.0267071445902203,5.71,63.52
141,Marin Cilic,M,CRO,105227.0,R,3,5060,222,90,60,71,0,11,0,1,0,73,49,67,45,65,45,42,22,27,15,38,22,37438.60098359203,198.0,29/09/1988,77.17811516578787,3.9423454737796586,12.81,65.14
142,Roger Federer,M,SUI,103819.0,R,1,10060,145,84,81,85,0,8,0,2,0,28,21,58,53,59,49,64,53,6,5,14,9,23783.36320581943,185.0,10/08/1981,76.7167300550395,2.1068165227833733,11.07,68.88
143,Daniel Evans,M,GBR,105554.0,R,25,2195,250,37,64,48,0,2,0,2,0,61,39,28,15,44,31,85,55,33,19,36,19,31360.011062500915,175.0,26/05/1990,69.23064652490868,3.2755922635791586,5.28,65.68
144,Alexander Zverev,M,GER,100644.0,R,3,7350,291,87,70,70,0,5,0,0,0,68,44,77,55,77,58,67,43,39,28,50,39,43091.95111109037,198.0,23/04/1997,73.16672272292814,5.30389474189534,10.72,62.03
145,Dominic Thiem,M,AUT,106233.0,R,3,9125,263,89,66,77,0,8,0,8,0,84,60,74,47,75,54,67,49,34,25,18,9,39788.151584689,185.0,05/09/1993,73.05712146041948,3.514972184702731,7.52,67.02
146,Karen Khachanov,M,RUS,111575.0,R,8,2990,279,61,57,63,0,4,0,0,0,77,50,57,27,66,44,59,30,35,20,46,28,38092.38063139441,198.0,24/05/1996,69.94564494501584,3.269376420095935,9.61,65.88
147,Borna Coric,M,CRO,106432.0,R,12,2695,198,51,55,54,0,5,0,6,0,47,23,55,26,60,40,50,27,28,16,9,6,29027.237777772592,188.0,14/11/1996,71.9622225306608,2.7750881450522336,8.08,66.39
148,David Goffin,M,BEL,105676.0,R,7,3775,247,73,60,72,0,8,0,5,0,74,49,83,59,45,29,67,39,23,12,28,14,35230.363205819434,163.0,07/12/1990,71.43191399662732,3.907000158711264,7.08,61.76
149,Hyeon Chung,M,KOR,111202.0,R,21,1817,157,25,59,64,0,3,0,3,0,47,29,54,34,47,29,28,17,6,1,-1,-1,18669.81453551173,185.0,22/05/1996,70.95911232504409,4.107507723352956,5.57,59.73
150,Denis Shapovalov,M,CAN,133430.0,L,10,3625,238,46,57,60,0,7,0,0,1,22,12,61,38,63,35,66,39,32,17,40,23,30870.7002549967,185.0,17/04/1999,74.15593323679597,6.25783558174798,10.02,71.25
151,Gael Monfils,M,FRA,104792.0,R,6,3815,191,60,62,66,0,2,0,9,0,62,44,34,20,55,35,58,37,23,16,19,7,26296.054244073603,193.0,03/09/1986,70.71939142732724,4.746103420415083,9.61,63.55
152,Viktor Troicki,M,SRB,104678.0,R,21,1670,220,30,47,56,0,5,0,8,0,63,34,53,25,28,9,62,33,22,10,22,11,24537.5055737659,193.0,14/02/1986,70.5527553763441,3.2379888268156423,9.36,60.96
153,Stefano Travaglia,M,ITA,105882.0,R,60,1039,250,18,60,33,0,3,0,6,0,5,2,48,31,66,39,80,51,32,18,37,16,28276.42666663556,185.0,17/12/1991,71.10359915824121,3.483190110055782,9.44,62.41
154,Henri Laaksonen,M,SUI,105967.0,R,93,611,335,22,53,40,0,3,0,10,0,81,48,76,41,57,23,68,36,31,16,44,25,34481.2299695846,182.8,04/04/1992,67.26254965691585,4.5131697167446925,7.15,63.2
155,Marius Copil,M,ROU,105657.0,R,56,858,261,19,55,26,0,3,0,4,0,66,44,72,39,59,31,49,19,7,1,27,15,27414.15777770128,193.0,18/10/1990,71.3001989041965,3.5532907237864917,13.18,65.73
156,Ryan Harrison,M,USA,105992.0,R,40,1115,189,19,52,42,0,4,0,8,0,65,38,53,28,47,25,22,8,8,3,13,5,20723.714171166088,183.0,10/05/1992,68.47351758363995,4.07157015612898,9.96,67.9
157,Radu Albot,M,MDA,105430.0,R,39,1137,304,33,53,39,0,5,0,2,0,84,52,71,38,65,31,61,35,28,9,28,10,35481.79465691274,175.0,12/11/1989,63.29856255750187,3.424718627640335,3.14,59.81
158,Robin Haase,M,NED,104898.0,R,35,1220,249,31,51,29,0,1,0,3,0,69,41,59,28,57,26,47,19,20,9,28,13,28744.49249544482,190.0,09/04/1987,72.71297534979605,3.7478980226916905,8.56,61.52
159,Matthew Ebden,M,AUS,105051.0,R,39,1134,206,13,53,38,0,4,0,9,0,15,4,81,55,58,31,27,7,6,2,32,17,19777.771438969936,188.0,25/11/1987,71.07002187559715,5.796828177219584,8.2,61.89
160,Simona Halep,F,ROU,201594.0,R,1,8290,293,0,74,0,0,6,0,9,0,63,45,65,47,59,47,60,43,26,23,20,12,26355.587905270942,168.0,27/09/1991,63.51531001943363,3.6473235016974677,2.82,56.48
161,Sofia Kenin,F,USA,213550.0,R,4,5915,302,0,63,0,0,9,0,2,0,36,22,75,47,64,38,73,50,33,24,21,11,28992.551268746174,170.0,14/11/1998,42.24580427031196,3.5239852566270624,2.42,57.45
162,Alize Cornet,F,FRA,201427.0,R,31,1480,270,0,53,0,0,9,0,6,0,52,29,49,25,54,28,52,29,24,15,39,19,28337.506496645095,173.0,29/01/1990,61.981965526269335,5.836950382594837,2.12,54.91
163,Venus Williams,F,USA,200748.0,R,5,5568,178,0,58,0,0,1,0,1,0,41,26,53,38,28,17,35,20,9,1,12,3,18447.39322404015,185.0,19/06/1980,64.0130879168939,5.898069639918215,3.62,57.97
164,Carla Suarez Navarro,F,ESP,201521.0,R,6,3800,214,0,57,0,0,8,0,3,0,60,39,49,26,54,32,36,18,11,6,4,1,19721.998992089917,162.0,05/09/1988,60.27456806590587,2.379085606261266,1.74,55.25
165,Eugenie Bouchard,F,CAN,202446.0,R,37,1400,196,0,51,0,0,4,0,5,0,55,31,34,13,49,29,26,8,23,15,9,5,18346.654219755543,178.0,01/03/1994,57.506143818784054,4.041607075741084,3.6,54.46
166,Serena Williams,F,USA,200033.0,R,1,9945,152,0,77,0,0,0,0,8,0,44,38,9,8,25,18,33,25,23,17,18,12,12812.0,175.0,27/09/1981,72.62334479093859,4.678646730204195,11.46,61.03
167,Natalia Vikhlyantseva,F,RUS,212001.0,R,58,1012,242,0,53,0,0,2,0,4,0,44,28,53,28,56,27,55,33,19,9,15,5,21529.428645896325,176.2,20/02/1997,48.88319621861941,5.05701351634366,3.6,57.2
168,Iga Swiatek,F,POL,216347.0,R,8,4695,173,0,75,0,0,7,0,1,0,9,7,12,10,43,37,50,33,21,16,38,28,14266.755555451871,176.0,03/06/2001,41.47165765429797,2.863494886616274,4.42,56.4
169,Madison Brengle,F,USA,201483.0,R,39,1238,287,0,54,0,0,9,0,7,0,53,26,64,38,52,30,56,31,24,13,38,19,24698.58321775618,173.18,07/04/1990,35.120492418051256,2.3974586129555537,0.53,48.62
170,Tamara Zidansek,F,SLO,214461.0,R,39,1760,306,0,66,0,0,4,0,5,0,68,53,46,32,83,61,49,24,19,6,41,26,28058.54846354919,168.0,26/12/1997,27.665151663778353,1.9676185373303516,1.56,54.51
171,Laura Siegemund,F,GER,201696.0,R,27,1600,249,0,57,0,0,2,0,4,0,63,39,25,13,42,23,62,34,28,19,29,14,26371.81409830788,176.5,08/03/1988,53.64745314314118,4.300948518463161,1.33,53.8
172,Qiang Wang,F,CHN,202492.0,R,12,2893,269,0,60,0,0,5,0,3,0,63,42,55,34,65,42,45,25,17,11,24,10,23986.869265260677,172.0,13/01/1992,54.92598850963163,2.832348517770513,3.72,55.35
173,Aleksandra Krunic,F,SRB,202434.0,R,39,1210,248,0,54,0,0,6,0,0,0,54,30,66,42,45,22,37,13,8,4,38,25,21407.109374466992,176.25,19/03/1993,47.277820751364125,2.646751476601545,2.92,53.9
174,Bianca Andreescu,F,CAN,215370.0,R,4,5325,206,0,70,0,0,4,0,12,0,21,15,47,30,59,40,56,48,-1,-1,23,13,19880.319769016747,170.0,18/06/2000,30.122155299155146,2.3938440200576125,3.5,56.56
175,Margarita Gasparyan,F,RUS,202506.0,R,41,1213,143,0,49,0,0,3,0,13,0,25,10,1,-1,40,28,41,19,17,5,19,9,13116.992276842895,176.2,03/09/1994,55.66508579269814,5.192919419438757,3.72,55.18
176,Madison Keys,F,USA,201619.0,R,7,4007,215,0,64,0,0,0,0,7,0,65,47,27,17,45,29,43,28,13,8,22,10,19061.0,178.0,20/02/1995,69.27730022285897,3.131102282674567,7.54,59.94
177,Shuai Zhang,F,CHN,201533.0,R,23,1885,307,0,57,0,0,3,0,8,0,72,48,62,38,55,28,57,31,27,16,34,16,27741.137984133173,177.0,28/01/1989,56.52465281623513,3.442031608155386,3.01,55.87
178,Kristyna Pliskova,F,CZE,201697.0,L,37,1343,276,0,53,0,0,6,0,1,0,64,42,56,31,54,27,60,31,19,9,23,9,25500.899283481387,175.79,25/03/1992,65.80228792199333,4.78460718167141,11.19,62.55
179,Viktoria Kuzmova,F,SVK,214149.0,R,43,1285,330,0,62,0,0,6,0,1,0,71,52,83,57,82,53,53,27,16,5,25,11,28207.465694840306,172.5,14/05/1998,29.521414393804186,2.8890362310284377,7.39,58.83
180,Elina Svitolina,F,UKR,202494.0,R,3,5835,332,0,69,0,0,9,0,3,0,63,41,69,53,59,44,62,40,30,21,49,33,32252.825683043528,174.0,13/09/1994,64.64703548796378,3.641809302417661,4.38,56.94
181,Irina Camelia Begu,F,ROU,201593.0,R,22,1865,260,0,52,0,0,4,0,5,0,47,25,55,27,47,22,47,23,34,23,30,17,26936.434875468007,181.0,28/08/1990,56.53856786412997,5.5008928852563725,3.37,54.34
182,Belinda Bencic,F,SUI,202505.0,R,4,4720,267,0,62,0,0,7,0,10,0,41,20,44,32,49,28,73,51,16,8,41,26,25129.541432825936,175.0,14/03/1997,57.168245868958024,5.426244378155488,4.25,59.72
183,Amanda Anisimova,F,USA,216153.0,R,23,2018,160,0,60,0,0,3,0,5,0,2,1,35,23,35,24,39,24,21,11,28,14,13415.290576732257,180.0,02/09/2001,48.09631803628602,3.7131224923294783,2.22,58.26
184,Katie Boulter,F,GBR,211107.0,R,83,1065,238,0,60,0,0,3,0,14,0,45,26,56,35,61,36,27,15,22,14,27,17,20862.09897961528,180.0,03/08/1996,20.118047218887554,1.4537103646726799,5.31,56.29
185,Aryna Sabalenka,F,BLR,214544.0,R,3,7010,338,0,66,0,0,5,0,0,0,47,31,62,37,76,51,61,39,39,29,52,38,32400.38418927147,182.0,08/05/1998,53.796277014500845,5.247868496256583,6.34,60.12
186,Yafan Wang,F,CHN,206374.0,R,47,1185,240,0,53,0,0,9,0,2,0,64,36,27,16,64,39,53,29,9,3,22,5,23898.231596672398,174.8,03/05/1994,41.71465131158029,3.1510962888385485,2.58,54.85
187,Astra Sharma,F,AUS,206292.0,R,85,972,191,0,61,0,0,6,0,2,0,14,9,31,23,42,32,51,28,21,9,32,16,17278.04863367963,170.86,12/09/1995,29.804362046184835,2.0539357214656437,4.44,57.94
188,Maria Sakkari,F,GRE,206289.0,R,18,3480,310,0,57,0,0,4,0,2,0,79,46,51,27,53,27,56,33,31,20,40,26,30625.08624155508,172.0,26/07/1995,54.7297437606903,4.072160927415116,4.31,56.18
189,Maria Sharapova,F,RUS,201345.0,R,5,4542,78,0,62,0,0,2,0,5,0,5,4,23,16,32,21,16,8,2,-1,-1,-1,8176.0,176.2,21/04/1987,67.19038966283063,8.082600937085491,7.11,55.41
190,Rebecca Peterson,F,SWE,202490.0,R,44,1332,259,0,59,0,0,10,0,4,0,51,29,44,30,56,36,63,39,13,3,32,17,24259.03196092207,173.0,07/08/1995,40.85186182526875,2.9451734896050636,3.57,55.77
191,Johanna Larsson,F,SWE,201596.0,R,45,1230,210,0,48,0,0,2,0,2,0,61,34,54,28,52,26,36,10,7,4,-1,-1,19894.553017561593,174.0,19/08/1988,55.807479149852036,4.507387955182073,2.78,54.33
192,Caroline Wozniacki,F,DEN,201496.0,R,1,7965,234,0,68,0,0,3,0,8,0,52,34,82,60,58,41,35,20,7,5,-1,-1,23206.844553732448,177.0,13/07/1990,65.48491879350348,3.060089020771513,3.8,58.35
193,Timea Babos,F,HUN,201693.0,R,25,1675,262,0,48,0,0,2,0,5,0,65,37,49,22,43,19,64,35,18,5,23,9,25716.898360602194,179.0,13/05/1993,60.13892508860608,4.657864606580022,5.84,58.0
194,Marketa Vondrousova,F,CZE,214954.0,L,14,2957,213,0,65,0,0,5,0,1,0,16,9,63,51,42,22,38,29,18,8,36,21,19203.527917301,173.0,29/06/1999,45.99028798772717,5.2161907816498845,2.86,57.11
195,Petra Martic,F,CRO,201549.0,R,14,2850,218,0,62,0,0,3,0,2,0,19,10,38,29,53,34,53,36,25,14,30,13,21916.35403754839,181.0,25/01/1991,54.89276714763982,3.0290331665730137,4.26,59.23
196,Anastasia Pavlyuchenkova,F,RUS,201499.0,R,14,3420,260,0,56,0,0,7,0,1,0,51,27,65,41,44,22,48,26,17,9,35,21,25746.64408013382,177.0,04/07/1991,63.613206320306915,5.8422037422037425,3.58,55.73
197,Sachia Vickery,F,USA,203500.0,R,73,833,271,0,52,0,0,3,0,14,0,63,34,64,35,52,27,48,24,25,15,19,8,23301.142950564794,173.18,13/05/1995,34.2191150248739,2.751822484916189,2.02,53.75
198,Caroline Garcia,F,FRA,201614.0,R,4,5160,318,0,59,0,0,3,0,1,0,67,41,70,48,61,39,54,27,22,11,44,23,31087.37821492979,177.0,17/10/1993,64.93631462256553,3.587143788901054,5.83,60.1
199,Beatriz Haddad Maia,F,BRA,206242.0,L,58,1342,280,0,66,0,0,4,0,5,0,55,31,59,40,33,14,47,30,28,26,58,45,25767.563387628667,173.77,02/06/1996,26.15383664284478,2.0976233069256325,2.5,57.57
200,Lorenzo Sonego,M,ITA,132283.0,R,25,2208,294,23,57,43,0,4,0,2,0,67,34,42,27,65,35,74,45,28,13,41,24,35135.45668485628,191.0,13/05/1995,70.29097097549813,2.7788315465917215,7.43,64.79
201,Yuichi Sugita,M,JPN,105216.0,R,36,1240,272,23,55,34,0,7,0,2,0,60,33,72,47,42,12,74,46,30,15,17,5,28758.34240434124,173.0,19/09/1988,66.25955008623032,2.590677493453827,4.72,65.8
202,Nicola Kuhn,M,ESP,200095.0,R,174,2070,167,0,47,0,0,7,0,6,0,3,1,19,11,47,25,51,28,16,4,31,10,15900.872641163885,182.65,24/03/2000,64.88015009893329,3.1920387157508943,3.92,60.14
203,Tatsuma Ito,M,JPN,105147.0,R,104,552,270,4,52,25,0,6,0,14,0,53,29,66,36,59,32,68,38,8,2,20,6,27073.386423762233,180.0,21/05/1988,65.52523964471023,3.987106070523419,5.3,61.33
204,Pedro Martinez,U,ESP,124079.0,R,77,951,237,15,56,53,0,6,0,3,0,15,8,17,7,68,39,66,34,48,35,38,20,27793.462477224108,172.25,29/04/1997,65.7223444239674,5.376277264394798,2.63,59.6
205,Aleksandr Nedovyesov,M,KAZ,104873.0,R,162,345,217,3,51,0,0,2,0,11,0,61,35,47,23,52,30,45,17,10,5,5,2,21001.611123213745,188.4,18/02/1987,63.46717798330701,3.142109110904218,5.4,61.71
206,Ze Zhang,M,CHN,105585.0,R,157,374,178,4,51,75,0,4,0,4,0,56,31,45,27,43,21,35,14,3,2,-1,-1,16665.518652086983,183.67,06/07/1990,68.48626274411757,4.512423123599182,7.36,63.79
207,Stefano Napolitano,M,ITA,109303.0,R,158,419,255,3,49,33,0,2,0,0,0,65,38,54,24,53,29,60,31,12,5,14,1,25661.59326043492,185.71,13/04/1995,65.96120989286463,2.8310829602296987,6.43,61.31
208,Bjorn Fratangelo,M,USA,106216.0,R,99,583,288,14,59,21,0,5,0,6,0,70,41,75,45,65,36,47,25,9,4,36,24,29487.719611360946,186.52,21/07/1993,66.68838142813016,3.0857021500707074,6.71,62.31
209,Tommy Paul,M,USA,126205.0,R,51,1225,259,13,60,38,0,6,0,4,0,41,15,42,25,55,36,62,45,35,21,37,20,26357.936101980016,185.0,20/05/1997,68.78556267501071,3.360014892032763,6.12,61.65
210,Jurij Rodionov,M,AUT,200514.0,L,135,971,189,2,56,50,0,3,0,4,0,5,3,14,11,51,35,50,21,41,25,30,12,18319.576757739138,185.2,18/05/1999,69.6675563201527,3.738225650277894,7.77,64.46
211,Tobias Kamke,M,GER,104735.0,R,118,501,291,3,52,0,0,3,0,2,0,74,48,54,23,58,29,51,27,29,16,28,11,26666.09690341154,180.0,24/05/1986,63.153756626157886,4.2317329573156375,2.49,60.53
212,Cem Ilkel,M,TUR,117356.0,R,188,461,230,4,48,50,0,3,0,2,0,34,15,29,12,48,22,57,29,24,12,42,23,22680.810673933178,190.0,22/08/1995,68.65328379395133,3.264415269365765,7.23,59.8
213,Joao Domingues,M,POR,106249.0,R,160,465,199,0,45,0,0,9,0,0,0,3,1,38,22,56,26,57,29,17,6,28,7,19622.585974481666,179.8,06/10/1993,61.68561537434418,1.9758306457661439,2.14,60.48
214,Prajnesh Gunneswaran,M,IND,105432.0,L,80,688,251,7,53,14,0,8,0,5,0,30,16,37,16,65,40,60,33,33,18,33,13,22292.248925304397,183.8,13/11/1989,68.59134515991397,3.2578001286284852,6.9,64.54
215,Enrique Lopez Perez,M,ESP,105782.0,R,154,479,205,0,48,0,0,3,0,7,0,59,34,33,9,50,23,63,33,-1,-1,-1,-1,18859.343327220435,182.65,05/06/1991,68.97740214962754,4.950921958886529,10.01,63.32
216,Yosuke Watanuki,M,JPN,133297.0,R,177,690,156,1,56,0,0,2,0,2,0,2,1,24,14,49,31,42,21,18,11,22,10,14700.590758939414,176.29,15/04/1998,70.40347939975412,5.414974887909635,8.71,60.59
217,Matthias Bachinger,M,GER,104897.0,R,113,574,261,3,55,0,0,5,0,6,0,32,15,66,43,62,33,45,23,28,12,31,18,24102.84697019706,188.0,05/04/1987,67.88066475566475,3.3821827071060873,8.34,62.01
218,Tim Smyczek,M,USA,105065.0,R,101,564,203,6,52,33,0,5,0,0,0,61,31,68,41,53,23,27,14,-1,-1,-1,-1,19545.63442618744,175.0,29/12/1987,62.92028967692915,2.8334960649528513,7.01,62.5
219,Pedja Krstin,M,SRB,106353.0,R,159,424,236,0,43,0,0,6,0,12,0,43,20,28,9,65,34,59,27,18,5,23,8,21073.823752254262,186.8,05/09/1994,65.48547243238204,5.913176325645135,4.89,58.91
220,Calvin Hemery,M,FRA,123921.0,R,119,474,158,1,50,0,0,1,0,7,0,43,20,46,27,51,25,17,7,2,1,-1,-1,14125.206751641796,186.96,03/02/1995,67.90350082565233,6.400193053104686,9.6,64.25
221,Gleb Sakharov,M,FRA,105163.0,R,153,364,152,1,49,0,0,0,0,3,0,23,8,54,32,50,23,26,12,-1,-1,-1,-1,14822.529799618787,186.96,13/06/1988,66.36827225062521,3.0715096882005777,6.24,61.88
222,Kimmer Coppejans,M,BEL,106293.0,R,121,485,306,4,53,0,0,4,0,0,0,61,33,46,20,67,42,68,38,32,15,36,17,32135.345258009715,173.67,11/02/1994,63.891544948477495,3.4993836996061694,4.02,56.8
223,Alejandro Davidovich Fokina,M,ESP,200221.0,R,34,1723,193,15,61,60,0,2,0,3,0,-1,-1,8,4,51,31,74,49,32,19,43,25,20669.715264107057,183.0,07/06/1999,64.47720101406354,3.68446762306207,2.97,58.88
224,Go Soeda,M,JPN,104424.0,R,107,520,286,3,55,33,0,3,0,3,0,70,43,63,36,53,27,72,45,15,6,16,3,27918.15207036434,178.0,07/09/1984,65.47064148809126,2.8430238064692617,4.85,60.74
225,Juan Ignacio Londero,M,ARG,106228.0,R,50,1017,286,15,55,40,0,4,0,4,0,59,27,59,38,77,53,61,33,23,9,22,5,29426.151584688996,184.62,17/08/1993,68.1683547979187,3.873356516330364,4.18,60.73
226,Oscar Otte,M,GER,106214.0,R,129,615,281,7,58,42,0,11,0,6,0,14,9,60,41,70,35,76,41,32,20,36,21,24805.175810541885,187.44,18/07/1993,71.32627935892542,5.656608872524446,9.49,60.36
227,Rudolf Molleker,M,GER,200484.0,R,147,923,121,2,41,0,0,0,0,2,0,1,-1,5,2,32,16,56,27,7,-1,22,5,11355.816466301008,187.44,27/10/2000,68.14008039973143,4.969660091611312,6.62,66.12
228,Peter Polansky,M,CAN,105166.0,R,110,712,325,7,50,0,0,5,0,5,0,57,35,73,38,85,46,63,27,23,4,31,13,32825.10897382254,180.0,17/06/1988,65.65733934462243,3.6081567470711007,6.74,64.89
229,Blaz Rola,M,SLO,105641.0,L,127,509,301,2,54,0,0,4,0,3,0,53,25,67,41,54,29,67,40,22,10,40,20,30493.12692163226,184.0,06/10/1990,67.72170137367719,3.001350191473796,7.45,61.1
230,Lloyd Harris,U,RSA,144750.0,R,46,1433,249,25,59,48,0,3,0,7,0,14,5,46,27,61,39,72,41,40,25,41,23,25814.179672120437,193.0,28/02/1997,73.16153144875396,3.4089487057864383,12.79,64.35
231,Dominik Koepfer,M,GER,136440.0,L,53,1177,238,19,55,52,0,5,0,0,0,10,5,39,22,74,40,63,37,29,17,42,21,25938.232908283957,180.0,02/05/1994,66.6369080343384,4.802079437020197,5.24,62.95
232,Marcelo Arevalo,M,ESA,105656.0,R,139,410,222,8,47,0,0,3,0,1,0,73,39,65,33,46,19,42,21,4,2,-1,-1,22993.464893688717,185.7,18/10/1990,65.16908212560386,4.3043971149580775,6.6,64.69
233,Dustin Brown,M,GER,104460.0,R,65,778,216,12,52,33,0,2,0,6,0,59,37,54,24,49,23,42,25,14,5,10,3,18803.123497257562,196.0,08/12/1984,70.96391694579319,5.864245753611006,9.61,65.62
234,Jason Jung,M,TPE,105359.0,R,114,500,300,6,54,0,0,2,0,5,0,56,36,49,22,71,42,70,39,34,16,26,9,29702.90801454858,180.33,17/06/1989,67.46094788030189,3.8559272733379153,5.34,64.25
235,Hiroki Moriya,M,JPN,105655.0,R,165,358,271,1,45,0,0,4,1,0,0,62,30,55,21,58,33,60,28,19,6,18,6,26013.636356976713,176.29,17/10/1990,62.814344051411744,4.001347583491408,3.69,60.27
236,Luca Vanni,M,ITA,104563.0,R,103,560,229,3,50,0,0,1,0,1,0,58,28,52,24,52,31,38,18,12,7,20,8,23310.370406741793,185.71,07/06/1985,70.27448027942044,3.4514788493336694,12.79,63.67
237,James Ward,M,GBR,104868.0,R,156,1085,158,5,44,0,0,1,0,1,0,36,12,8,2,50,29,48,18,13,7,8,2,15265.813527601647,190.0,12/02/1987,69.21524126095576,4.121746381559355,10.74,68.02
